experiment;cluster_rmse;cluster_count;cluster_r2;cluster_mape;cluster_mape0;case_rmse;case_count;case_r2;case_mape;case_mape0;case_top_decile_accuracy;case_top_decile_f1;case_top_decile_precision;case_top_decile_recall;case_bottom_decile_accuracy;case_bottom_decile_f1;case_bottom_decile_precision;case_bottom_decile_recall;dataset;clustering_parameter_type;clustering_parameter;clustering_method;model_type;prediction_activity;target_activity
AHOT_native_10_rho;20.186166514255284;2064.0;-0.9750073433858036;0.8270285776579899;0.8270285776579899;23.28318045925376;171458.0;-0.07716794621595023;2.6259398811358805;2.6259398811358805;0.5022870169586751;0.10411198600174977;0.10411198600174977;0.10411198600174977;0.5043608210546804;0.10784485272674248;0.10784485272674248;0.10784485272674248;bpic2019;cluster_size;10;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_110_rho;23.758297234533696;358.0;-1.308319379416771;0.7792919955840172;0.7792919955840172;23.77484753130181;171458.0;-0.12314103254314344;2.632906080612209;2.632906080612209;0.4991439076256666;0.0984543598716827;0.0984543598716827;0.0984543598716827;0.5039071764086792;0.10702828813065034;0.10702828813065034;0.10702828813065034;bpic2019;cluster_size;110;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_111_rho;23.546374220718203;358.0;-1.2673228184563752;0.7572470965690901;0.7572470965690901;23.721473596528224;171458.0;-0.11810384633276814;2.6375535833462327;2.6375535833462327;0.5022546137696748;0.10405365995917178;0.10405365995917178;0.10405365995917178;0.5064994315286862;0.11169437153689124;0.11169437153689124;0.11169437153689124;bpic2019;cluster_size;111;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_112_rho;23.78293795543714;357.0;-1.3094600836608492;0.7757787104464309;0.7757787104464309;23.761727119795626;171458.0;-0.12190173909446213;2.628306644893222;2.628306644893222;0.4973941354196619;0.0953047535724701;0.0953047535724701;0.0953047535724701;0.5040043859756795;0.10720326625838436;0.10720326625838436;0.10720326625838436;bpic2019;cluster_size;112;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_113_rho;23.68759711028923;357.0;-1.2909809086352229;0.7704434555306873;0.7704434555306873;23.74197035241994;171458.0;-0.12003689678554474;2.634998900775368;2.634998900775368;0.4987550693576656;0.0977544473607466;0.09775444736074658;0.09775444736074658;0.5049764816456821;0.1089530475357247;0.1089530475357247;0.1089530475357247;bpic2019;cluster_size;113;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_114_rho;23.61733262165245;357.0;-1.2774095994056105;0.763451238764212;0.763451238764212;23.730875736203647;171458.0;-0.1189903554992362;2.640325853328904;2.640325853328904;0.5003428256186697;0.10061242344706912;0.10061242344706912;0.10061242344706912;0.5076011399546891;0.1136774569845436;0.1136774569845436;0.1136774569845436;bpic2019;cluster_size;114;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_115_rho;23.80493652405265;357.0;-1.313734434688858;0.7709914878506766;0.7709914878506766;23.757699011496115;171458.0;-0.1215213998506588;2.627675647241633;2.627675647241633;0.5012825180996723;0.10230387868183144;0.10230387868183144;0.10230387868183144;0.5056245454256838;0.11011956838728493;0.11011956838728493;0.11011956838728493;bpic2019;cluster_size;115;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_116_rho;23.765337570564267;356.0;-1.3059265891691425;0.7682180374754158;0.7682180374754158;23.740276807526733;171458.0;-0.11987711517627984;2.639547478621017;2.639547478621017;0.5012501149106722;0.10224555263925343;0.10224555263925343;0.10224555263925343;0.5070178825526875;0.1126275882181394;0.1126275882181394;0.1126275882181394;bpic2019;cluster_size;116;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_117_rho;23.73255379442389;356.0;-1.2995690241936917;0.7697159631315911;0.7697159631315911;23.77741036613464;171458.0;-0.12338318594480158;2.6303135041986945;2.6303135041986945;0.4973617322306618;0.0952464275298921;0.0952464275298921;0.0952464275298921;0.5036479508966786;0.10656167979002623;0.10656167979002623;0.10656167979002623;bpic2019;cluster_size;117;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_118_rho;23.886147517128357;356.0;-1.3294303107808645;0.7771473163737467;0.7771473163737467;23.77081319708128;171458.0;-0.1227598951369353;2.6309319457883014;2.6309319457883014;0.5003428256186697;0.10061242344706912;0.10061242344706912;0.10061242344706912;0.5057541581816842;0.11035287255759696;0.11035287255759696;0.11035287255759696;bpic2019;cluster_size;118;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_119_rho;23.69998803702207;356.0;-1.293262427138047;0.7680040194493448;0.7680040194493448;23.739722575244606;171458.0;-0.11982482725990252;2.6335817145301834;2.6335817145301834;0.5013473244776725;0.10242053076698747;0.10242053076698747;0.10242053076698747;0.5076335431436891;0.1137357830271216;0.1137357830271216;0.1137357830271216;bpic2019;cluster_size;119;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_11_rho;18.491187587011453;1890.0;-0.6811642983247137;0.7666522329019032;0.7666522329019032;23.1245697664883;171458.0;-0.06254207348589658;2.4842889475331664;2.4842889475331664;0.5005048415636703;0.10090405365995918;0.10090405365995918;0.10090405365995918;0.5063698187726858;0.11146106736657918;0.11146106736657918;0.11146106736657918;bpic2019;cluster_size;11;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_120_rho;23.768553894070486;356.0;-1.30655078461682;0.7711927159520061;0.7711927159520061;23.758094031847406;171458.0;-0.12155869533623732;2.6321365953940954;2.6321365953940954;0.5016065499896731;0.10288713910761156;0.10288713910761156;0.10288713910761156;0.5054301262916833;0.10976961213181684;0.10976961213181684;0.10976961213181684;bpic2019;cluster_size;120;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_121_rho;23.753457463272447;355.0;-1.2972891999807021;0.7684444721143981;0.7684444721143981;23.739077387648692;171458.0;-0.1197639598872524;2.6401823080302;2.6401823080302;0.4988198757356657;0.0978710994459026;0.0978710994459026;0.0978710994459026;0.5061753996386853;0.1111111111111111;0.1111111111111111;0.1111111111111111;bpic2019;cluster_size;121;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_122_rho;23.83063328695219;355.0;-1.312241398470543;0.7763745323614942;0.7763745323614942;23.768504286347408;171458.0;-0.12254179351360905;2.633824985167293;2.633824985167293;0.5002780192406696;0.1004957713619131;0.1004957713619131;0.1004957713619131;0.5039719827866794;0.10714494021580637;0.10714494021580637;0.10714494021580637;bpic2019;cluster_size;122;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_123_rho;23.841579611566928;355.0;-1.3143660887952096;0.7776138316999219;0.7776138316999219;23.77073025678267;171458.0;-0.12275206016067795;2.6369869443567224;2.6369869443567224;0.5014121308556726;0.10253718285214347;0.10253718285214347;0.10253718285214347;0.5077307527106895;0.11391076115485566;0.11391076115485566;0.11391076115485566;bpic2019;cluster_size;123;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_124_rho;23.68623411070629;354.0;-1.2787066262417963;0.7609315467003931;0.7609315467003931;23.744172827144762;171458.0;-0.1202447116670282;2.632421396076883;2.632421396076883;0.4996947618386681;0.09944590259550888;0.0994459025955089;0.0994459025955089;0.5070502857416876;0.1126859142607174;0.1126859142607174;0.1126859142607174;bpic2019;cluster_size;124;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_125_rho;24.06934562220148;354.0;-1.3530163596899896;0.7652325526294635;0.7652325526294635;23.753946227405926;171458.0;-0.12116711509864353;2.6415028357618233;2.6415028357618233;0.4977181673096628;0.0958880139982502;0.0958880139982502;0.0958880139982502;0.5088000579476923;0.11583552055993;0.11583552055993;0.11583552055993;bpic2019;cluster_size;125;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_126_rho;23.96062928148871;354.0;-1.331808171616396;0.7595871133916722;0.7595871133916722;23.758513763370523;171458.0;-0.12159832458403864;2.6408165881817864;2.6408165881817864;0.5012501149106722;0.10224555263925343;0.10224555263925343;0.10224555263925343;0.5047820625116816;0.10860309128025662;0.10860309128025664;0.10860309128025664;bpic2019;cluster_size;126;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_127_rho;23.92581014639861;354.0;-1.3250360163639057;0.7546759220010234;0.7546759220010234;23.750592349847608;171458.0;-0.12085053681472258;2.6395139434121457;2.6395139434121457;0.4995327458936677;0.09915427238261884;0.09915427238261884;0.09915427238261884;0.5043932242436805;0.10790317876932047;0.1079031787693205;0.1079031787693205;bpic2019;cluster_size;127;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_128_rho;23.978016384599307;354.0;-1.3351935667872843;0.7577160145860483;0.7577160145860483;23.7499512589442;171458.0;-0.12079002822827277;2.6451488285731206;2.6451488285731206;0.5004724383746701;0.10084572761738116;0.10084572761738116;0.10084572761738116;0.5031294998726772;0.10562846310877808;0.10562846310877808;0.10562846310877808;bpic2019;cluster_size;128;native;AHOT;Vendor creates invoice;Record Invoice Receipt
